Ad Account ID,Ad Account Name,Inicio del informe,Fin del informe,Nombre de la campaña,Alcance,Impresiones,Comentarios de la publicación,Conversaciones con mensajes iniciadas,Clics (todos),Búsquedas,Visitas a la página de destino,Visualizaciones de contenido,Artículos agregados al carrito,Pagos iniciados,Compras,Valor de conversión de compras,Importe gastado (ARS)
"2,73E+19",Meta Ads,8/9/21,8/9/21, TFCO - Performance julio 2021,23029,24112,,,382,,177,78,1,1,1,7.090,1.013
"2,73E+19",Meta Ads,8/9/21,8/9/21,🧘‍♀  VenganDeAUno <CC1000>,1735,2970,,,74,,26,,,,,,793
"2,73E+19",Meta Ads,8/9/21,8/9/21, Conversiones - temporal,6497,7412,,,264,10,49,117,16,5,1,6.730,576
"2,73E+19",Meta Ads,9/9/21,9/9/21, TFCO - Performance julio 2021,18766,19889,,,321,4,144,76,2,,,,1.045
"2,73E+19",Meta Ads,9/9/21,9/9/21,🧘‍♀  VenganDeAUno <CC1000>,1588,2596,,,42,,17,,,,,,801
"2,73E+19",Meta Ads,9/9/21,9/9/21, Conversiones - temporal,6650,7714,1,,193,6,48,75,18,3,1,5.063,636
"2,73E+19",Meta Ads,10/9/21,10/9/21,🧘‍♀  VenganDeAUno <CC1000>,1535,2566,1,,56,,24,,,,,,783
"2,73E+19",Meta Ads,10/9/21,10/9/21, TFCO - nueva imagen de marca,5227,5608,,,444,2,153,51,,,,,760
"2,73E+19",Meta Ads,10/9/21,10/9/21, Conversiones - temporal,6854,7884,,,213,4,47,75,5,2,,,745
"2,73E+19",Meta Ads,10/9/21,10/9/21, TFCO - Performance julio 2021,9460,9732,,,188,3,81,46,,,,,527
"2,73E+19",Meta Ads,11/9/21,11/9/21, Conversiones - temporal,6272,6679,,,103,,27,43,,,,,755
"2,73E+19",Meta Ads,11/9/21,11/9/21,🧘‍♀  VenganDeAUno <CC1000>,1047,1268,,,33,,11,,,,,,548
"2,73E+19",Meta Ads,11/9/21,11/9/21, TFCO - nueva imagen de marca,3372,3460,,,261,,83,36,,,,,349
"2,73E+19",Meta Ads,12/9/21,12/9/21, TFCO - nueva imagen de marca,14698,16300,2,,1420,1,370,217,,,,,1.219
"2,73E+19",Meta Ads,12/9/21,12/9/21,🧘‍♀  VenganDeAUno <CC1000>,2005,2971,,,71,,18,,,,,,810
"2,73E+19",Meta Ads,12/9/21,12/9/21, Conversiones - temporal,8744,10078,,,275,4,68,156,5,,,,807
"2,73E+19",Meta Ads,12/9/21,12/9/21, TFCO - Performance julio 2021,0,0,,,0,,,1,,,,,0
"2,73E+19",Meta Ads,13/9/21,13/9/21, TFCO - nueva imagen de marca,12848,14186,,,1154,3,324,203,3,,,,922
"2,73E+19",Meta Ads,13/9/21,13/9/21,🧘‍♀  VenganDeAUno <CC1000>,1845,3185,,,65,,20,,,,,,776
"2,73E+19",Meta Ads,13/9/21,13/9/21, Conversiones - temporal,9193,10868,,,288,6,58,90,10,5,2,7.865,764
"2,73E+19",Meta Ads,13/9/21,13/9/21, TFCO - Performance julio 2021,0,0,,,0,,,,,,,,0
"2,73E+19",Meta Ads,14/9/21,14/9/21, Conversiones - temporal,6594,7062,,,165,3,38,47,13,5,2,8.625,787
"2,73E+19",Meta Ads,14/9/21,14/9/21,🧘‍♀  VenganDeAUno <CC1000>,945,1179,,,51,,13,,,,,,478
"2,73E+19",Meta Ads,14/9/21,14/9/21, TFCO - nueva imagen de marca,2754,2809,,,238,,65,39,2,,,,207
"2,73E+19",Meta Ads,15/9/21,15/9/21, TFCO - nueva imagen de marca,11662,13179,1,,1237,6,429,185,3,1,,,1.147
"2,73E+19",Meta Ads,15/9/21,15/9/21,🧘‍♀  VenganDeAUno <CC1000>,1913,2830,,,89,,22,,,,,,900
"2,73E+19",Meta Ads,15/9/21,15/9/21, Conversiones - temporal,6929,8110,1,,189,6,46,104,7,4,1,10.907,825
"2,73E+19",Meta Ads,15/9/21,15/9/21, TFCO - Performance julio 2021,0,0,,,0,,,1,,,,,0
"2,73E+19",Meta Ads,16/9/21,16/9/21, TFCO - nueva imagen de marca,10048,10719,,,1075,3,390,116,1,,,,1.001
"2,73E+19",Meta Ads,16/9/21,16/9/21,🧘‍♀  VenganDeAUno <CC1000>,1728,2983,,,72,,19,,,,,,853
"2,73E+19",Meta Ads,16/9/21,16/9/21, Conversiones - temporal,7528,8818,1,,213,3,39,68,3,4,2,10.201,776
"2,73E+19",Meta Ads,17/9/21,17/9/21, TFCO - nueva imagen de marca,8192,8638,,,991,4,341,91,2,,,,906
"2,73E+19",Meta Ads,17/9/21,17/9/21,🧘‍♀  VenganDeAUno <CC1000>,1699,2944,,,70,,24,,,,,,879
"2,73E+19",Meta Ads,17/9/21,17/9/21, Conversiones - temporal,5842,7156,,,154,1,37,71,10,5,,,779
"2,73E+19",Meta Ads,18/9/21,18/9/21, TFCO - nueva imagen de marca,9946,10579,1,,1421,4,486,72,,,,,1.079
"2,73E+19",Meta Ads,18/9/21,18/9/21,🧘‍♀  VenganDeAUno <CC1000>,1666,2741,,,57,,16,,,,,,901
"2,73E+19",Meta Ads,18/9/21,18/9/21, Conversiones - temporal,5536,6843,,,181,4,50,109,7,2,,,861
"2,73E+19",Meta Ads,19/9/21,19/9/21, TFCO - nueva imagen de marca,12728,13910,10,,1889,6,759,147,2,,,,1.159
"2,73E+19",Meta Ads,19/9/21,19/9/21,🧘‍♀  VenganDeAUno <CC1000>,1695,2842,,,83,,27,,,,,,809
"2,73E+19",Meta Ads,19/9/21,19/9/21, Conversiones - temporal,6368,7781,,,291,10,72,105,6,3,2,8.927,804
"2,73E+19",Meta Ads,20/9/21,20/9/21, TFCO - nueva imagen de marca,10667,11317,3,,1327,8,455,91,,,,,982
"2,73E+19",Meta Ads,20/9/21,20/9/21,🧘‍♀  VenganDeAUno <CC1000>,1643,2896,,,68,,32,,,,,,775
"2,73E+19",Meta Ads,20/9/21,20/9/21, Conversiones - temporal,6982,8591,,,231,12,56,90,4,,,,765
"2,73E+19",Meta Ads,21/9/21,21/9/21, TFCO - nueva imagen de marca,9796,10590,1,,1394,3,417,135,,,,,941
"2,73E+19",Meta Ads,21/9/21,21/9/21, Conversiones - temporal,6296,7794,,,211,,47,71,6,2,,,773
"2,73E+19",Meta Ads,21/9/21,21/9/21,🧘‍♀  VenganDeAUno <CC1000>,1655,2956,,,60,,30,,,,,,768
"2,73E+19",Meta Ads,22/9/21,22/9/21, TFCO - nueva imagen de marca,10176,10879,1,,1232,5,384,106,,,,,897
"2,73E+19",Meta Ads,22/9/21,22/9/21,🧘‍♀  VenganDeAUno <CC1000>,1629,2856,1,,63,,23,,,,,,803
"2,73E+19",Meta Ads,22/9/21,22/9/21, Conversiones - temporal,5392,6836,,,174,4,39,69,7,5,1,11.977,783
"2,73E+19",Meta Ads,23/9/21,23/9/21, TFCO - nueva imagen de marca,8902,9435,1,,965,5,300,73,,,,,848
"2,73E+19",Meta Ads,23/9/21,23/9/21, Conversiones - temporal,4882,6228,1,,201,,53,111,17,10,3,18.103,792
"2,73E+19",Meta Ads,23/9/21,23/9/21,🧘‍♀  VenganDeAUno <CC1000>,1569,2693,,,48,,17,,,,,,785
"2,73E+19",Meta Ads,24/9/21,24/9/21, TFCO - nueva imagen de marca,5638,5986,1,,616,2,218,58,,,,,617
"2,73E+19",Meta Ads,24/9/21,24/9/21,🧘‍♀  VenganDeAUno <CC1000>,1194,1864,,,48,,10,,,,,,593
"2,73E+19",Meta Ads,24/9/21,24/9/21, Conversiones - temporal,3696,4628,,,136,5,36,63,,,1,7.194,578
"2,73E+19",Meta Ads,25/9/21,25/9/21, Conversiones - temporal,8018,9129,,,216,10,50,82,4,,,,921
"2,73E+19",Meta Ads,25/9/21,25/9/21,🧘‍♀  VenganDeAUno <CC1000>,2055,2875,,,74,,19,,,,,,914
"2,73E+19",Meta Ads,25/9/21,25/9/21, TFCO - nueva imagen de marca,4878,5057,,,452,2,120,44,,,,,479
"2,73E+19",Meta Ads,26/9/21,26/9/21, TFCO - nueva imagen de marca,12412,13479,,,1278,1,399,128,2,,,,1.242
"2,73E+19",Meta Ads,26/9/21,26/9/21,🧘‍♀  VenganDeAUno <CC1000>,1557,2586,,,46,,15,,,,,,833
"2,73E+19",Meta Ads,26/9/21,26/9/21, Conversiones - temporal,5288,6529,1,,184,3,48,66,3,3,1,2.741,805
"2,73E+19",Meta Ads,27/9/21,27/9/21, TFCO - nueva imagen de marca,11660,12401,2,,1030,3,365,102,2,,,,1.011
"2,73E+19",Meta Ads,27/9/21,27/9/21,🧘‍♀  VenganDeAUno <CC1000>,1590,2792,,,44,,18,,,,,,778
"2,73E+19",Meta Ads,27/9/21,27/9/21, Conversiones - temporal,5988,7476,,,226,5,41,54,6,1,,,775
"2,73E+19",Meta Ads,28/9/21,28/9/21, TFCO - nueva imagen de marca,9078,9573,1,,835,4,308,84,,,,,915
"2,73E+19",Meta Ads,28/9/21,28/9/21, Conversiones - temporal,5778,6969,,,167,3,38,75,13,8,3,16.354,780
"2,73E+19",Meta Ads,28/9/21,28/9/21,🧘‍♀  VenganDeAUno <CC1000>,1680,2790,1,,56,,23,,,,,,778
"2,73E+19",Meta Ads,29/9/21,29/9/21, TFCO - nueva imagen de marca,9267,9746,2,,768,1,275,72,,,,,980
"2,73E+19",Meta Ads,29/9/21,29/9/21, Conversiones - temporal,4642,5718,,,152,,46,73,4,,,,784
"2,73E+19",Meta Ads,29/9/21,29/9/21,🧘‍♀  VenganDeAUno <CC1000>,1589,2577,,,57,,32,,,,,,783
"2,73E+19",Meta Ads,30/9/21,30/9/21, TFCO - nueva imagen de marca,11056,11359,1,,872,1,286,99,,,,,978
"2,73E+19",Meta Ads,30/9/21,30/9/21,🧘‍♀  VenganDeAUno <CC1000>,1530,2491,,,58,,20,,,,,,807
"2,73E+19",Meta Ads,30/9/21,30/9/21, Conversiones - temporal,4839,5992,,,191,1,47,97,6,2,1,3.533,799
"2,73E+19",Meta Ads,1/10/21,1/10/21, TFCO - nueva imagen de marca,12068,12311,3,,1017,1,298,89,1,1,,,902
"2,73E+19",Meta Ads,1/10/21,1/10/21, Conversiones - temporal,5764,6952,,,198,4,32,67,10,3,,,800
"2,73E+19",Meta Ads,1/10/21,1/10/21,🧘‍♀  VenganDeAUno <CC1000>,1823,2936,,,64,,25,,,,,,788
"2,73E+19",Meta Ads,2/10/21,2/10/21, TFCO - nueva imagen de marca,11635,12105,2,,1132,1,337,122,,,,,917
"2,73E+19",Meta Ads,2/10/21,2/10/21, Conversiones - temporal,6443,7746,,,208,1,67,73,3,2,1,4.933,856
"2,73E+19",Meta Ads,2/10/21,2/10/21,🧘‍♀  VenganDeAUno <CC1000>,1935,2868,,,96,,38,,,,,,831
"2,73E+19",Meta Ads,3/10/21,3/10/21, TFCO - nueva imagen de marca,18244,19713,7,,1958,2,468,190,1,,,,1.287
"2,73E+19",Meta Ads,3/10/21,3/10/21,🧘‍♀  VenganDeAUno <CC1000>,1956,3150,,,77,,20,,,,,,812
"2,73E+19",Meta Ads,3/10/21,3/10/21, Conversiones - temporal,6305,7695,,,263,12,73,99,15,4,3,18.952,805
"2,73E+19",Meta Ads,4/10/21,4/10/21,🧘‍♀  VenganDeAUno <CC1000>,1877,2651,,,89,,28,,,,,,769
"2,73E+19",Meta Ads,4/10/21,4/10/21, Conversiones - temporal,5149,6311,,,191,,43,62,1,1,1,3.775,739
"2,73E+19",Meta Ads,4/10/21,4/10/21, TFCO - nueva imagen de marca,5813,6067,,,610,2,130,50,,,,,500
"2,73E+19",Meta Ads,5/10/21,5/10/21, TFCO - nueva imagen de marca,12596,12877,1,,1165,3,323,92,2,,,,1.055
"2,73E+19",Meta Ads,5/10/21,5/10/21,🧘‍♀  VenganDeAUno <CC1000>,1758,2805,,,70,,13,,,,,,819
"2,73E+19",Meta Ads,5/10/21,5/10/21, Conversiones - temporal,5148,6578,,,173,4,55,77,,,,,815
"2,73E+19",Meta Ads,6/10/21,6/10/21, TFCO - nueva imagen de marca,11086,11450,3,,1094,4,346,128,1,,,,926
"2,73E+19",Meta Ads,6/10/21,6/10/21, Conversiones - temporal,4907,6228,,,207,,59,58,4,1,1,2.873,793
"2,73E+19",Meta Ads,6/10/21,6/10/21,🧘‍♀  VenganDeAUno <CC1000>,1663,2715,,,75,,26,,,,,,787
"2,73E+19",Meta Ads,6/10/21,6/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,5,5,,,0,,,,,,,,0
"2,73E+19",Meta Ads,7/10/21,7/10/21, TFCO - nueva imagen de marca,10298,10992,2,,1061,4,367,89,1,,,,1.038
"2,73E+19",Meta Ads,7/10/21,7/10/21,🧘‍♀  VenganDeAUno <CC1000>,1414,2389,,,46,,18,,,,,,796
"2,73E+19",Meta Ads,7/10/21,7/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,115,139,,,3,4,2,5,3,1,1,6.995,21
"2,73E+19",Meta Ads,7/10/21,7/10/21, Conversiones - temporal,0,0,,,0,,,15,2,,,,0
"2,73E+19",Meta Ads,8/10/21,8/10/21,🧘‍♀  VenganDeAUno <CC1000>,1072,1517,,,52,,22,,,,,,446
"2,73E+19",Meta Ads,8/10/21,8/10/21, TFCO - nueva imagen de marca,4274,4356,,,475,2,188,41,,,,,413
"2,73E+19",Meta Ads,8/10/21,8/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,81,94,,,4,,1,2,,,,,12
"2,73E+19",Meta Ads,8/10/21,8/10/21, Conversiones - temporal,0,0,,,0,,,5,,,,,0
"2,73E+19",Meta Ads,9/10/21,9/10/21, TFCO - nueva imagen de marca,10995,11681,6,,1172,6,404,77,1,1,,,1.045
"2,73E+19",Meta Ads,9/10/21,9/10/21,🧘‍♀  VenganDeAUno <CC1000>,1985,3316,1,,59,,17,,,,,,924
"2,73E+19",Meta Ads,9/10/21,9/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,299,367,,,3,,1,2,,,,,35
"2,73E+19",Meta Ads,9/10/21,9/10/21, Conversiones - temporal,0,0,,,0,,,2,,,,,0
"2,73E+19",Meta Ads,10/10/21,10/10/21, TFCO - nueva imagen de marca,14075,14614,8,,1380,2,501,118,,,,,1.224
"2,73E+19",Meta Ads,10/10/21,10/10/21,🧘‍♀  VenganDeAUno <CC1000>,1826,3092,,,102,,46,,,,,,788
"2,73E+19",Meta Ads,10/10/21,10/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,295,368,,,9,,1,10,,,,,35
"2,73E+19",Meta Ads,10/10/21,10/10/21, Conversiones - temporal,0,0,,,0,,,1,,,,,0
"2,73E+19",Meta Ads,11/10/21,11/10/21, TFCO - nueva imagen de marca,12296,12943,3,,1217,8,496,126,2,,,,1.040
"2,73E+19",Meta Ads,11/10/21,11/10/21,🧘‍♀  VenganDeAUno <CC1000>,1844,3229,,,74,,20,,,,,,789
"2,73E+19",Meta Ads,11/10/21,11/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,309,376,,,7,,,10,4,1,1,5.351,31
"2,73E+19",Meta Ads,11/10/21,11/10/21, Conversiones - temporal,0,0,,,0,,,1,,,,,0
"2,73E+19",Meta Ads,12/10/21,12/10/21, TFCO - nueva imagen de marca,11215,12034,4,,1046,2,371,94,,,,,942
"2,73E+19",Meta Ads,12/10/21,12/10/21,🧘‍♀  VenganDeAUno <CC1000>,1642,2787,,,66,,28,,,,,,792
"2,73E+19",Meta Ads,12/10/21,12/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,248,300,,,4,5,2,19,3,2,2,6.527,31
"2,73E+19",Meta Ads,13/10/21,13/10/21, TFCO - nueva imagen de marca,10429,11068,6,,1129,4,386,85,1,,,,988
"2,73E+19",Meta Ads,13/10/21,13/10/21,🧘‍♀  VenganDeAUno <CC1000>,1604,2785,,,44,,15,,,,,,798
"2,73E+19",Meta Ads,13/10/21,13/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,222,294,,,2,,,16,,,,,43
"2,73E+19",Meta Ads,14/10/21,14/10/21, TFCO - nueva imagen de marca,10578,11369,,,887,,271,126,,,,,952
"2,73E+19",Meta Ads,14/10/21,14/10/21,🧘‍♀  VenganDeAUno <CC1000>,1596,2714,1,,71,,36,,,,,,824
"2,73E+19",Meta Ads,14/10/21,14/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,166,196,,,2,,1,3,,,,,25
"2,73E+19",Meta Ads,15/10/21,15/10/21,🧘‍♀  VenganDeAUno <CC1000>,1597,2822,,,69,,23,,,,,,954
"2,73E+19",Meta Ads,15/10/21,15/10/21, TFCO - nueva imagen de marca,9051,9780,2,,665,1,211,90,,,,,925
"2,73E+19",Meta Ads,15/10/21,15/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,156,199,,,2,,1,1,,,,,26
"2,73E+19",Meta Ads,16/10/21,16/10/21, TFCO - nueva imagen de marca,10089,10800,,,664,2,225,96,,,,,1.003
"2,73E+19",Meta Ads,16/10/21,16/10/21,🧘‍♀  VenganDeAUno <CC1000>,1785,2991,,,74,,16,,,,,,991
"2,73E+19",Meta Ads,16/10/21,16/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,122,154,,,1,,,,,,,,25
"2,73E+19",Meta Ads,17/10/21,17/10/21, TFCO - nueva imagen de marca,16411,17346,1,,940,10,301,161,5,2,1,6.626,1.344
"2,73E+19",Meta Ads,17/10/21,17/10/21,🧘‍♀  VenganDeAUno <CC1000>,1878,3237,1,,65,,20,,,,,,970
"2,73E+19",Meta Ads,17/10/21,17/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,112,139,,,5,,1,1,,,,,11
"2,73E+19",Meta Ads,18/10/21,18/10/21, TFCO - nueva imagen de marca,17960,19271,,,1301,15,378,208,,,,,1.445
"2,73E+19",Meta Ads,18/10/21,18/10/21,🧘‍♀  VenganDeAUno <CC1000>,2114,3849,,,94,,32,,,,,,1.019
"2,73E+19",Meta Ads,18/10/21,18/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,233,293,,,5,,2,13,,,,,36
"2,73E+19",Meta Ads,19/10/21,19/10/21, TFCO - nueva imagen de marca,15638,16776,2,,1046,2,378,118,1,,,,1.340
"2,73E+19",Meta Ads,19/10/21,19/10/21,🧘‍♀  VenganDeAUno <CC1000>,1886,3370,,,63,,17,,,,,,1.019
"2,73E+19",Meta Ads,19/10/21,19/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,342,444,,,5,5,2,14,3,1,2,9.844,52
"2,73E+19",Meta Ads,20/10/21,20/10/21, TFCO - nueva imagen de marca,18664,20739,3,,1481,4,419,122,,,,,1.602
"2,73E+19",Meta Ads,20/10/21,20/10/21,🧘‍♀  VenganDeAUno <CC1000>,1856,3347,,,64,,27,,,,,,973
"2,73E+19",Meta Ads,20/10/21,20/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,219,275,,,3,3,2,7,3,1,1,4.432,31
"2,73E+19",Meta Ads,21/10/21,21/10/21, TFCO - nueva imagen de marca,15627,17074,,,1174,6,408,69,6,,,,1.413
"2,73E+19",Meta Ads,21/10/21,21/10/21,🧘‍♀  VenganDeAUno <CC1000>,1745,3241,,,85,,23,,,,,,981
"2,73E+19",Meta Ads,21/10/21,21/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,206,257,,,5,,,1,,,,,35
"2,73E+19",Meta Ads,22/10/21,22/10/21,🧘‍♀  VenganDeAUno <CC1000>,2196,4031,,,112,,37,,,,,,1.313
"2,73E+19",Meta Ads,22/10/21,22/10/21, TFCO - nueva imagen de marca,12906,14223,,,851,9,342,68,,,,,1.238
"2,73E+19",Meta Ads,22/10/21,22/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,210,251,,,4,,1,13,,,,,27
"2,73E+19",Meta Ads,23/10/21,23/10/21,🧘‍♀  VenganDeAUno <CC1000>,2529,5128,,,191,,57,,,,,,1.870
"2,73E+19",Meta Ads,23/10/21,23/10/21, TFCO - nueva imagen de marca,13343,14840,1,,934,1,388,63,,,,,1.315
"2,73E+19",Meta Ads,23/10/21,23/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,124,170,,,1,,,3,2,1,,,25
"2,73E+19",Meta Ads,24/10/21,24/10/21,🧘‍♀  VenganDeAUno <CC1000>,2483,5153,,,122,,44,,,,,,1.940
"2,73E+19",Meta Ads,24/10/21,24/10/21, TFCO - nueva imagen de marca,15954,17163,,,1008,5,428,59,1,,,,1.457
"2,73E+19",Meta Ads,24/10/21,24/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,153,193,,,8,,1,,,,,,28
"2,73E+19",Meta Ads,25/10/21,25/10/21,🧘‍♀  VenganDeAUno <CC1000>,2572,5160,2,,97,,33,,,,,,1.915
"2,73E+19",Meta Ads,25/10/21,25/10/21, TFCO - nueva imagen de marca,15238,16521,,,1201,3,381,36,1,,,,1.344
"2,73E+19",Meta Ads,25/10/21,25/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,220,294,,,6,2,2,3,,,,,31
"2,73E+19",Meta Ads,26/10/21,26/10/21,🧘‍♀  VenganDeAUno <CC1000>,2430,5077,,,99,,30,,,,,,1.951
"2,73E+19",Meta Ads,26/10/21,26/10/21, TFCO - nueva imagen de marca,13392,13960,1,,1185,5,434,38,1,,,,1.274
"2,73E+19",Meta Ads,26/10/21,26/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,187,236,,,1,,,4,,,,,30
"2,73E+19",Meta Ads,27/10/21,27/10/21,🧘‍♀  VenganDeAUno <CC1000>,2751,5613,,,166,,57,,,,,,2.501
"2,73E+19",Meta Ads,27/10/21,27/10/21, TFCO - nueva imagen de marca,16012,17083,2,,1224,2,414,45,,,,,1.658
"2,73E+19",Meta Ads,27/10/21,27/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,263,356,,,3,4,1,1,,,,,49
"2,73E+19",Meta Ads,28/10/21,28/10/21,🧘‍♀  VenganDeAUno <CC1000>,2485,5006,,,124,,42,,,,,,2.426
"2,73E+19",Meta Ads,28/10/21,28/10/21, TFCO - nueva imagen de marca,13775,15011,1,,1225,4,395,40,1,,,,1.533
"2,73E+19",Meta Ads,28/10/21,28/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,291,373,,,10,1,2,20,3,3,1,4.860,52
"2,73E+19",Meta Ads,29/10/21,29/10/21,🧘‍♀  VenganDeAUno <CC1000>,2496,5033,,,98,,31,,,,,,2.475
"2,73E+19",Meta Ads,29/10/21,29/10/21, TFCO - nueva imagen de marca,12088,13051,2,,1108,1,377,25,,,,,1.609
"2,73E+19",Meta Ads,29/10/21,29/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,366,474,,,14,,5,6,,,,,58
"2,73E+19",Meta Ads,30/10/21,30/10/21,🧘‍♀  VenganDeAUno <CC1000>,2352,4753,,,103,,31,,,,,,2.579
"2,73E+19",Meta Ads,30/10/21,30/10/21, TFCO - nueva imagen de marca,13774,14749,1,,1267,3,477,46,1,1,,,1.859
"2,73E+19",Meta Ads,30/10/21,30/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,865,1137,,,15,,5,6,5,3,,,155
"2,73E+19",Meta Ads,31/10/21,31/10/21,🧘‍♀  VenganDeAUno <CC1000>,2271,4705,,,118,,43,,,,,,2.454
"2,73E+19",Meta Ads,31/10/21,31/10/21, TFCO - nueva imagen de marca,20508,21434,2,,1642,3,550,57,5,1,,,1.892
"2,73E+19",Meta Ads,31/10/21,31/10/21,OFF  <puja> Conversion 🔥 - nvas fotos,979,1264,,,16,7,5,24,9,8,2,15.220,173
"2,73E+19",Meta Ads,1/11/21,1/11/21,🧘‍♀  VenganDeAUno <CC1000>,1967,3704,,,101,,31,,,,,,2.535
"2,73E+19",Meta Ads,1/11/21,1/11/21, TFCO - nueva imagen de marca,17691,18501,1,,1402,8,403,38,2,1,,,1.631
"2,73E+19",Meta Ads,1/11/21,1/11/21,OFF  Cybermonday,2579,2755,,,34,,12,6,1,1,,,936
"2,73E+19",Meta Ads,1/11/21,1/11/21,OFF  <puja> Conversion 🔥 - nvas fotos,743,1015,,,8,4,,28,2,2,2,6.759,253
"2,73E+19",Meta Ads,2/11/21,2/11/21,🧘‍♀  VenganDeAUno <CC1000>,1688,3103,,,63,,14,,,,,,2.512
"2,73E+19",Meta Ads,2/11/21,2/11/21,OFF  Cybermonday,4913,6585,,,91,6,34,48,16,6,3,20.686,2.469
"2,73E+19",Meta Ads,2/11/21,2/11/21, TFCO - nueva imagen de marca,13483,13915,5,,962,2,325,34,1,,,,1.584
"2,73E+19",Meta Ads,2/11/21,2/11/21,OFF  <puja> Conversion 🔥 - nvas fotos,256,306,,,4,2,2,10,6,4,2,6.420,69
"2,73E+19",Meta Ads,3/11/21,3/11/21,🧘‍♀  VenganDeAUno <CC1000>,1554,2948,,,53,,8,,,,,,2.487
"2,73E+19",Meta Ads,3/11/21,3/11/21,OFF  Cybermonday,5439,7284,,,99,15,19,70,25,8,3,15.413,2.396
"2,73E+19",Meta Ads,3/11/21,3/11/21, TFCO - nueva imagen de marca,11400,12419,1,,820,6,325,46,1,,,,1.462
"2,73E+19",Meta Ads,3/11/21,3/11/21,OFF  <puja> Conversion 🔥 - nvas fotos,187,211,,,4,,2,4,,,,,42
"2,73E+19",Meta Ads,4/11/21,4/11/21,🧘‍♀  VenganDeAUno <CC1000>,1646,2869,,,60,,24,,,,,,2.370
"2,73E+19",Meta Ads,4/11/21,4/11/21, TFCO - nueva imagen de marca,7258,7581,5,,554,2,190,13,,,,,746
"2,73E+19",Meta Ads,4/11/21,4/11/21,OFF  <puja> Conversion 🔥 - nvas fotos,627,878,,,20,,7,18,7,,,,258
"2,73E+19",Meta Ads,4/11/21,4/11/21,OFF  Cybermonday,0,0,,,0,,,12,4,1,1,8.650,0
"2,73E+19",Meta Ads,5/11/21,5/11/21,🧘‍♀  VenganDeAUno <CC1000>,1750,3325,1,,100,,33,,,,,,2.489
"2,73E+19",Meta Ads,5/11/21,5/11/21,OFF  Cybermonday - Copia,6952,7574,,,103,6,18,34,5,2,1,7.176,1.536
"2,73E+19",Meta Ads,5/11/21,5/11/21,OFF  <puja> Conversion 🔥 - nvas fotos,658,862,,,15,,1,20,1,2,1,5.745,194
"2,73E+19",Meta Ads,5/11/21,5/11/21, <CC> Cybermonday,2,2,,,1,,,1,,,,,0
"2,73E+19",Meta Ads,5/11/21,5/11/21,OFF  Cybermonday,0,0,,,0,2,,8,3,3,1,4.898,0
"2,73E+19",Meta Ads,6/11/21,6/11/21,🧘‍♀  VenganDeAUno <CC1000>,1922,3653,,,128,,47,,,,,,2.444
"2,73E+19",Meta Ads,6/11/21,6/11/21,OFF  Cybermonday - Copia,9438,11138,,,176,1,27,51,6,2,,,2.289
"2,73E+19",Meta Ads,6/11/21,6/11/21,OFF  <puja> Conversion 🔥 - nvas fotos,751,935,,,35,,9,10,3,1,,,199
"2,73E+19",Meta Ads,6/11/21,6/11/21,OFF  <CC> Conversion 🔥 - nvas fotos,138,149,,,6,,2,2,,,,,41
"2,73E+19",Meta Ads,6/11/21,6/11/21,OFF  Cybermonday,0,0,,,0,,,1,,,,,0
"2,73E+19",Meta Ads,7/11/21,7/11/21,OFF  Cybermonday - Copia,9662,10903,,,164,5,40,71,9,5,2,19.854,1.972
"2,73E+19",Meta Ads,7/11/21,7/11/21,🧘‍♀  VenganDeAUno <CC1000>,1583,2799,,,88,,26,,,,,,1.531
"2,73E+19",Meta Ads,7/11/21,7/11/21,OFF  <puja> Conversion 🔥 - nvas fotos,435,543,,,16,,4,4,2,1,,,127
"2,73E+19",Meta Ads,7/11/21,7/11/21,OFF  <CC> Conversion 🔥 - nvas fotos,430,512,,,9,,6,20,1,2,,,104
"2,73E+19",Meta Ads,8/11/21,8/11/21,🧘‍♀  VenganDeAUno <CC1000>,1758,3433,,,67,,19,,,,,,1.539
